,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
18441,307983,EGUK,closed,Waterbeach Airfield,52.281742,0.184532,19.0,EU,GB,GB-ENG,Waterbeach,no,,,,,http://en.wikipedia.org/wiki/RAF_Waterbeach,RAF Waterbeach
18442,2487,EGUL,large_airport,RAF Lakenheath,52.409301757799994,0.5609999895100001,32.0,EU,GB,GB-ENG,Lakenheath,no,EGUL,LKZ,,http://www.lakenheath.af.mil/,http://en.wikipedia.org/wiki/RAF_Lakenheath,
18443,2488,EGUN,large_airport,RAF Mildenhall,52.361900329589844,0.4864059984683991,33.0,EU,GB,GB-ENG,Mildenhall,no,EGUN,MHZ,,http://www.mildenhall.af.mil/,http://en.wikipedia.org/wiki/RAF_Mildenhall,
18444,2489,EGUO,small_airport,Colerne Airport,51.4390983582,-2.28639006615,593.0,EU,GB,GB-ENG,Colerne,no,EGUO,,,,http://en.wikipedia.org/wiki/Colerne_Airfield,RAF Colerne
18445,30401,EGUP,small_airport,RAF Sculthorpe,52.84669876098633,0.766389012336731,213.0,EU,GB,GB-ENG,Fakeham,no,EGUP,,,,http://en.wikipedia.org/wiki/RAF_Sculthorpe,
18446,307985,EGUT,closed,RAF Tangmere,50.845833,-0.706389,41.0,EU,GB,GB-ENG,Tangmere,no,EGUT,,,,http://en.wikipedia.org/wiki/RAF_Tangmere,
18447,307989,EGUV,closed,RAF Thorney Island,50.816047999999995,-0.9200335999999999,12.0,EU,GB,GB-ENG,West Thorney,no,EGUV,,,,http://en.wikipedia.org/wiki/RAF_Thorney_Island,
18448,2490,EGUW,medium_airport,RAF Wattisham,52.1273002625,0.956264019012,284.0,EU,GB,GB-ENG,Stowmarket,no,EGUW,,,,http://en.wikipedia.org/wiki/RAF_Wattisham,
18449,2491,EGUY,medium_airport,RAF Wyton,52.357200622600004,-0.107832998037,135.0,EU,GB,GB-ENG,St. Ives,no,EGUY,QUY,,,http://en.wikipedia.org/wiki/RAF_Wyton,
18450,2492,EGVA,large_airport,RAF Fairford,51.6822013855,-1.7900300025900002,286.0,EU,GB,GB-ENG,Fairford,no,EGVA,FFD,,,http://en.wikipedia.org/wiki/RAF_Fairford,
18451,29204,EGVF,heliport,Fleetlands Heliport,50.835300445600005,-1.16917002201,3.0,EU,GB,GB-ENG,Gosport,no,EGVF,PME,,,,
18452,30567,EGVG,closed,RAF Woodbridge,52.09000015258789,1.4058300256729126,95.0,EU,GB,GB-ENG,Woodbridge,no,EGVG,,,,http://en.wikipedia.org/wiki/RAF_Woodbridge,
18453,29697,EGVJ,closed,RAF Bentwaters,52.1274986267,1.4347200393700001,85.0,EU,GB,GB-ENG,Woodbridge,no,EGVJ,BWY,,,http://en.wikipedia.org/wiki/RAF_Bentwaters,
18454,314589,EGVL,closed,Little Rissington Airfield,51.8675,-1.6953330000000002,730.0,EU,GB,GB-ENG,,no,EGVL,,EGVL,,https://en.wikipedia.org/wiki/RAF_Little_Rissington,
18455,2493,EGVN,large_airport,RAF Brize Norton,51.75,-1.58362,288.0,EU,GB,GB-ENG,Brize Norton,yes,EGVN,BZZ,,http://www.raf.mod.uk/rafbrizenorton/passengers/,http://en.wikipedia.org/wiki/RAF_Brize_Norton,Royal Air Force
18456,2494,EGVO,medium_airport,RAF Odiham,51.2341003418,-0.9428250193600001,405.0,EU,GB,GB-ENG,Odiham,no,EGVO,ODH,,,http://en.wikipedia.org/wiki/RAF_Odiham,
18457,29205,EGVP,small_airport,Middle Wallop Airfield,51.1394004822,-1.5686099529299997,297.0,EU,GB,GB-ENG,Middle Wallop,no,EGVP,,,,,
18458,32687,EGVT,small_airport,Wethersfield Airport,51.971901,0.509444,322.0,EU,GB,GB-ENG,Wethersfield,no,EGVT,,,,http://en.wikipedia.org/wiki/RAF_Wethersfield,RAF Wethersfield
18459,30618,EGWA,heliport,Andover Airfield,51.2079048157,-1.5282368659999999,249.0,EU,GB,GB-ENG,Andover,no,EGWA,,,,http://en.wikipedia.org/wiki/RAF_Andover,"RAF Andover, ADV"
18460,2495,EGWC,medium_airport,DCAE Cosford Air Base,52.639998999999996,-2.30558,272.0,EU,GB,GB-ENG,Cosford,no,EGWC,,,http://www.raf.mod.uk/dcaecosford/,http://en.wikipedia.org/wiki/DCAE_Cosford,RAF Cosford
18461,29206,EGWE,small_airport,RAF Henlow,52.0181999207,-0.303849995136,206.0,EU,GB,GB-ENG,Henlow,no,EGWE,,,,http://en.wikipedia.org/wiki/RAF_Henlow,
18462,29207,EGWN,small_airport,RAF Halton,51.7906990051,-0.7379720211030001,370.0,EU,GB,GB-ENG,Halton,no,EGWN,,,http://www.raf.mod.uk/rafhalton/,http://en.wikipedia.org/wiki/RAF_Halton,
18463,2496,EGWU,medium_airport,RAF Northolt,51.5530014038,-0.418166995049,124.0,EU,GB,GB-ENG,London,no,EGWU,NHT,,http://www.raf.mod.uk/rafnortholt/,http://en.wikipedia.org/wiki/RAF_Northolt,
18464,29652,EGWZ,closed,RAF Alconbury,52.3744010925,-0.219722002745,157.0,EU,GB,GB-ENG,Huntingdon,no,EGWZ,AYH,,,http://en.wikipedia.org/wiki/RAF_Alconbury,
18465,307364,EGXA,closed,RAF Manby,53.361111111099994,0.0861111111111,50.0,EU,GB,GB-ENG,Manby,no,EGXA,,,http://www.pastscape.org.uk/hob.aspx?a=0&hob_id=1402569,,Manby Airfield
18466,30597,EGXB,closed,Binbrook Airfield,53.4467010498,-0.20999999344300002,,EU,GB,GB-ENG,Grimsby,no,EGXB,GSY,,,http://en.wikipedia.org/wiki/RAF_Binbrook,"Waltham, RAF Binbrook"
18467,2497,EGXC,medium_airport,RAF Coningsby,53.0929985046,-0.166014000773,25.0,EU,GB,GB-ENG,Coningsby,no,EGXC,QCY,,http://www.raf.mod.uk/rafconingsby,http://en.wikipedia.org/wiki/RAF_Coningsby,
18468,2498,EGXD,medium_airport,RAF Dishforth,54.1371994019,-1.42025005817,117.0,EU,GB,GB-ENG,Dishforth,no,EGXD,,,,http://en.wikipedia.org/wiki/RAF_Dishforth,Royal Air Force
18469,2499,EGXE,medium_airport,Leeming Airport,54.2924,-1.5354,132.0,EU,GB,GB-ENG,Leeming,no,EGXE,,,,https://en.wikipedia.org/wiki/RAF_Leeming,
18470,2500,EGXG,medium_airport,Leeds East Airport,53.834301,-1.1955,29.0,EU,GB,GB-ENG,Church Fenton,no,EGXG,,,http://www.leedseastairport.co.uk,https://en.wikipedia.org/wiki/Leeds_East_Airport,RAF Church Fenton
18471,2501,EGXH,medium_airport,RAF Honington,52.34260177612305,0.7729390263557434,174.0,EU,GB,GB-ENG,Thetford,no,EGXH,BEQ,,,http://en.wikipedia.org/wiki/RAF_Honington,
18472,2502,EGXJ,closed,RAF Cottesmore,52.735699,-0.6487689999999999,461.0,EU,GB,GB-ENG,Cottesmore,no,EGXJ,OKH,,http://www.raf.mod.uk/rafcottesmore/,http://en.wikipedia.org/wiki/RAF_Cottesmore,
18473,29208,EGXN,closed,RAF Newton,52.96640014648438,-0.9894440174102784,180.0,EU,GB,GB-ENG,,no,EGXN,,,,http://en.wikipedia.org/wiki/RAF_Newton,
18474,2503,EGXP,medium_airport,RAF Scampton,53.307800293,-0.550832986832,202.0,EU,GB,GB-ENG,Scampton,no,EGXP,SQZ,,,http://en.wikipedia.org/wiki/RAF_Scampton,
18475,30594,EGXQ,closed,RAF Lindholme Airport,53.54999923706055,-0.9670000076293944,20.0,EU,GB,GB-ENG,Doncaster,no,EGXQ,,,http://www.wartimememories.co.uk/airfields/lindholme.html,http://en.wikipedia.org/wiki/RAF_Lindholme,RAF Hatfield Woodhouse
18476,30452,EGXS,closed,RAF Swinderby,53.14970016479492,-0.6822220087051392,69.0,EU,GB,GB-ENG,Swinderby,no,EGXS,,,http://www.raf.mod.uk/bombercommand/s80.html,http://en.wikipedia.org/wiki/RAF_Swinderby,
18477,2504,EGXT,medium_airport,RAF Wittering,52.612598,-0.47645299999999996,273.0,EU,GB,GB-ENG,Wittering,no,EGXT,,,http://www.raf.mod.uk/rafwittering/,http://en.wikipedia.org/wiki/RAF_Wittering,
18478,2505,EGXU,medium_airport,RAF Linton-On-Ouse,54.0489006042,-1.2527500391,53.0,EU,GB,GB-ENG,Linton-On-Ouse,no,EGXU,HRT,,,http://en.wikipedia.org/wiki/RAF_Linton-on-Ouse,
18479,29209,EGXV,closed,RAF Leconfield,53.875801,-0.435,36.0,EU,GB,GB-ENG,Leconfield,no,EGXV,,,,https://en.wikipedia.org/wiki/RAF_Leconfield,
18480,2506,EGXW,medium_airport,RAF Waddington,53.1661987305,-0.5238109827040001,231.0,EU,GB,GB-ENG,Waddington,no,EGXW,WTN,,http://www.raf.mod.uk/rafwaddington,http://en.wikipedia.org/wiki/RAF_Waddington,
18481,2507,EGXY,small_airport,RAF Syerston,53.02280044555664,-0.9111109972000122,228.0,EU,GB,GB-ENG,Newark,no,EGXY,,,,http://en.wikipedia.org/wiki/RAF_Syerston,
18482,2508,EGXZ,medium_airport,RAF Topcliffe,54.2055015564,-1.3820899725,92.0,EU,GB,GB-ENG,Topcliffe,no,EGXZ,,,,http://en.wikipedia.org/wiki/RAF_Topcliffe,
18483,29210,EGYC,closed,RAF Coltishall,52.754699707,1.35722005367,66.0,EU,GB,GB-ENG,Norwich,no,EGYC,,CLF,,http://en.wikipedia.org/wiki/RAF_Coltishall,
18484,2509,EGYD,medium_airport,RAF Cranwell,53.0303001404,-0.4832420051100001,218.0,EU,GB,GB-ENG,Cranwell,no,EGYD,,,http://www.raf.mod.uk/rafcranwell/,http://en.wikipedia.org/wiki/RAF_Cranwell,
18485,2510,EGYE,medium_airport,RAF Barkston Heath,52.962200164799995,-0.561625003815,367.0,EU,GB,GB-ENG,Grantham,no,EGYE,,,,http://en.wikipedia.org/wiki/RAF_Barkston_Heath,
18486,30595,EGYI,small_airport,Strubby Glider Field,53.30775,0.16737,46.0,EU,GB,GB-ENG,Strubby,no,,,,http://www.lincsgliding.org.uk/,http://en.wikipedia.org/wiki/RAF_Strubby,"RAF Strubby, Lincolnshire Gliding Club"
18487,2511,EGYM,medium_airport,RAF Marham,52.648394999999994,0.550692,75.0,EU,GB,GB-ENG,Marham,no,EGYM,KNF,,http://www.raf.mod.uk/rafmarham/,http://en.wikipedia.org/wiki/RAF_Marham,King's Lynn
18488,317476,EGYO,small_airport,North Coates,53.498000000000005,0.0625,,EU,GB,GB-ENG,,no,EGYO,,,http://www.northcoatesflyingclub.co.uk/,,
18490,314594,EGZJ,small_airport,[Duplicate] Dornoch Airfield,57.872167000000005,-4.026333,,EU,GB,GB-SCT,Dornoch Airfield,no,EGZJ,,,http://www.dornochairfield.com/,,Dornoch Airfield
18491,314595,EGZL,small_airport,Feshiebridge Airfield,57.1036666667,-3.89166666667,,EU,GB,GB-SCT,,no,EGZL,,,http://www.gliding.org/,,
18492,314596,EGZU,small_airport,[Duplicate] Glenforsa Airfield,56.517263,-5.913962000000001,15.0,EU,GB,GB-SCT,,no,EGZU,,,http://www.glenforsaairfield.com/,,
18493,314597,EGZV,small_airport,Lundy Island Airfield,51.170505,-4.670758,455.0,EU,GB,GB-ENG,,no,EGZV,,,,,
19435,312885,EWY,closed,RAF Greenham Common,51.379,-1.281,400.0,EU,GB,GB-ENG,Berkshire,no,EGVI,EWY,,,http://en.wikipedia.org/wiki/RAF_Greenham_Common,
20138,300713,FEA,small_airport,Fetlar Airport,60.6033333333,-0.8727777777779999,263.0,EU,GB,GB-SCT,Fetlar Island,no,,FEA,,,,
21645,32757,GB-0001,closed,RAF Barford St. John,52.004798889160156,-1.3575400114059448,,EU,GB,GB-ENG,,no,,,,,,
21646,35132,GB-0002,small_airport,Fishburn Airfield,54.68679809570313,-1.4583100080490112,377.0,EU,GB,GB-ENG,Sedgefield,no,,,,http://www.erudite.co.uk/fishburn/,,
21647,35149,GB-0003,closed,Alexandra Park Aerodrome,53.4364013671875,-2.2502000331878658,,EU,GB,GB-ENG,Manchester,no,,,,,,
21648,39560,GB-0004,closed,RAF Molesworth,52.38381576538086,-0.4170500040054321,,EU,GB,GB-ENG,Molesworth,no,,,,,http://en.wikipedia.org/wiki/RAF_Molesworth,
21649,42268,GB-0005,small_airport,Kirkbride Airfield,54.882,-3.2006,16.0,EU,GB,GB-ENG,Kirkbride,no,EGZF,,,http://kirkbrideairfield.weebly.com/,,RAF Kirkbride
21650,44081,GB-0006,small_airport,Draycott Farm,51.4934005737,-1.7438199520099997,498.0,EU,GB,GB-ENG,Swindon,no,,,,,,
21651,45167,GB-0007,small_airport,Enstone Aerodrome,51.9281666667,-1.4285,550.0,EU,GB,GB-ENG,Oxfordshire,no,EGTN,,,http://www.enstoneaerodrome.co.uk/,http://en.wikipedia.org/wiki/Enstone_Airfield,
21652,46501,GB-0008,small_airport,Causeway Airfield,55.05811,-6.5834,33.0,EU,GB,GB-NIR,Coleraine,no,,,,,,
21653,299582,GB-0009,small_airport,Aboyne Airfield,57.075556000000006,-2.839444,463.0,EU,GB,GB-SCT,Aboyne,no,EGZM,,,,,
21654,298592,GB-0010,small_airport,Spanhoe,52.5582207203,-0.62019109726,,EU,GB,GB-ENG,,yes,,,,,,
21655,299583,GB-0011,small_airport,Aston Down Airfield,51.708055555600005,-2.13055555556,598.0,EU,GB,GB-ENG,Minchinhampton,no,,,,,http://en.wikipedia.org/wiki/Aston_Down,RAF Aston Down
21656,299584,GB-0012,small_airport,Benone Strand/Londerry Airfield,55.1666666667,-6.859166666669999,4.0,EU,GB,GB-NIR,Benone,no,,,,,,
21657,299585,GB-0013,small_airport,Bidford Airfield,52.1377777778,-1.85027777778,131.0,EU,GB,GB-ENG,Bidford on Avon,no,,,,http://bidfordglidingflyingclub.intuitwebsites.com/index.html,,
21658,299586,GB-0014,small_airport,Blease Hall,54.2936111111,-2.69361111111,315.0,EU,GB,GB-ENG,Old Hutton,no,,,,,,
21659,299587,GB-0015,small_airport,Brent Tor Airfield,50.5925,-4.145278,851.0,EU,GB,GB-ENG,Tavistock,no,,,,,,
21660,299588,GB-0016,small_airport,Bryngwyn Bach Airfield,53.27,-3.35611111111,650.0,EU,GB,GB-WLS,Rhuallt,no,,,,,,
21661,299589,GB-0017,small_airport,Burn Airfield,53.745833333300006,-1.0844444444399999,25.0,EU,GB,GB-ENG,Selby,no,,,,,http://en.wikipedia.org/wiki/RAF_Burn,RAF Burn
21662,299590,GB-0018,small_airport,Camphill Airfield,53.305,-1.7313888888900002,1300.0,EU,GB,GB-ENG,Great Hucklow,no,,,,http://www.dlgc.org.uk/,,
21663,299591,GB-0019,small_airport,Carlton Moor Airfield,54.4111111111,-1.20055555556,1234.0,EU,GB,GB-ENG,Ashbourne,no,,,,http://www.caltonmoorflyers.co.uk/information.html,,
21664,299896,GB-0020,closed,RAF St. David's,51.886134000000006,-5.216221,,EU,GB,GB-WLS,,no,,,,,,
21665,299593,GB-0021,closed,RAF Catterick,54.3665084231,-1.6180801391600002,172.0,EU,GB,GB-ENG,Catterick,no,,,,,http://en.wikipedia.org/wiki/RAF_Catterick,
21666,299897,GB-0022,small_airport,Bristol and Gloucestershire Gliding Club,51.713682,-2.283697,,EU,GB,GB-ENG,,no,,,,http://www.bggc.co.uk/,,Gliding
21667,299900,GB-0023,small_airport,Shenstone Flying Strip,52.64005600000001,-1.8232259999999998,,EU,GB,GB-ENG,,no,,,,,,
21668,307266,GB-0024,small_airport,Croft Farm Airfield,52.0856666667,-2.13572222222,66.0,EU,GB,GB-ENG,Defford,no,,,,http://www.defford-croftfarm.co.uk/airfield.htm,,
21669,307268,GB-0025,small_airport,Dorset Gliding Club (Eyres Field),50.708933,-2.219496,100.0,EU,GB,GB-ENG,,no,,,,,,
21670,307269,GB-0026,small_airport,Newton Peveril Airfield,50.7950039633,-2.09641456604,120.0,EU,GB,GB-ENG,,no,,,,,,
21671,307341,GB-0027,small_airport,Stancombe Farm Airstrip (Private),50.7245301059,-2.63446569443,,EU,GB,GB-ENG,Litton Cheney,no,,,,,,
21672,307342,GB-0028,heliport,Morn Farm Helipad (Private),50.625175157700006,-2.51304209232,,EU,GB,GB-ENG,Chickerell,no,,,,,,
21673,316925,GB-0029,small_airport,Melbury Airstrip,50.8794545,-2.6180083,,EU,GB,GB-ENG,Melbury,no,,,,,,
21674,316993,GB-0030,small_airport,Langar Airfield,52.89593000000001,-0.9010100000000001,121.0,EU,GB,GB-ENG,Langar,no,,,,,https://en.wikipedia.org/wiki/RAF_Langar,"Langar,RAF Langar"
21675,307361,GB-0031,small_airport,Middle Pymore Farm Airstrip (Private),50.7512824893,-2.7595424652099996,,EU,GB,GB-ENG,Pymore Bridport,no,,,,,,
21676,307362,GB-0032,small_airport,Bath Wilts & North Dorset Gliding Club,51.12889923349999,-2.24601745605,,EU,GB,GB-ENG,Kingston Deverill,no,,,,,,
21677,307373,GB-0033,small_airport,Heywood Farm Airstrip,51.003871789499996,-3.2415676116900003,217.0,EU,GB,GB-ENG,Taunton,no,,,,,,
21678,307375,GB-0034,small_airport,Measham Cottage Farm Airstrip,52.6698570107,-1.5206569433200001,,EU,GB,GB-ENG,,no,,,,,,
21679,307377,GB-0035,small_airport,Old Park Farm Airstrip,51.5472691275,-3.71732711792,,EU,GB,GB-WLS,Port Talbot,no,,,,,,
21680,322712,GB-0036,small_airport,Horse Leys Farm Airstrip,52.784969,-1.0966870000000002,,EU,GB,GB-ENG,Burton-on-the-Wolds,no,,,,,,
21681,307379,GB-0037,small_airport,Whit Ox Mead Airstrip,51.319830898999996,-2.4008560180700003,,EU,GB,GB-ENG,Peasdown st John,no,,,,,,
21682,307382,GB-0038,small_airport,Eshott Airfield,55.2804841148,-1.7148971557600001,197.0,EU,GB,GB-ENG,Eshott,no,,,,http://eshottairfield.co.uk/,https://en.wikipedia.org/wiki/Eshott_Airfield,
21683,307387,GB-0039,closed,Brunton Airfield,55.5245496174,-1.67790412903,,EU,GB,GB-ENG,Brunton,no,,,,,,RAF Brunton
21684,307623,GB-0040,closed,Northrepps International Airport,52.901658999999995,1.328642,165.0,EU,GB,GB-ENG,Cromer,no,,,,http://www.northreppsinternationalairport.co.uk/,,
21685,307389,GB-0041,heliport,Boulmer Airfield,55.421025412,-1.60057067871,77.0,EU,GB,GB-ENG,Boulmer,no,EGQM,,,http://www.raf.mod.uk/rafboulmer/,http://en.wikipedia.org/wiki/RAF_Boulmer,RAF Boulmer
21686,307392,GB-0042,small_airport,Lower Upham Airfield,50.9725081015,-1.24849319458,,EU,GB,GB-ENG,Bishops Waltham,no,,,,,,
21687,307393,GB-0043,small_airport,[Duplicate] Lower Upham Airfield,50.972508000000005,-1.248493,,EU,GB,GB-ENG,,no,,,,,,
21688,307395,GB-0044,small_airport,Lower Upham Farm Airfield,51.4966945187,-1.7127084732100002,450.0,EU,GB,GB-ENG,Malborough,no,,,,,,
21689,307401,GB-0045,small_airport,Clench Common Airfield,51.38994074789999,-1.7335224151599997,623.0,EU,GB,GB-ENG,Malborough,no,,,,,,
21690,307406,GB-0046,small_airport,Keyston Airfield,52.367424311,-0.47833442688,230.0,EU,GB,GB-ENG,Huntingdon,no,,,,,,
21691,307624,GB-0047,small_airport,Cromer/Northrepps Aerodrome,52.893806999999995,1.3210600000000001,181.0,EU,GB,GB-ENG,Cromer,no,EG12,,,http://www.northreppsaerodrome.co.uk/,http://en.wikipedia.org/wiki/Northrepps_Aerodrome,
21692,307412,GB-0048,small_airport,Easter Airfield,57.75419,-3.942289,22.0,EU,GB,GB-SCT,Fearn,no,,,,,,
21693,307417,GB-0049,small_airport,Bowerswaine Farm Airfield,50.8898779146,-1.9843196868900002,135.0,EU,GB,GB-ENG,Wimbourne,no,,,,,,
21694,307420,GB-0050,small_airport,Wing Farm Airfield,51.1634405793,-2.20859527588,435.0,EU,GB,GB-ENG,Longbridge Deveril,no,,,,,,
21695,307423,GB-0051,small_airport,Colemore Farm Airfield,51.060925760299995,-1.0107421875,610.0,EU,GB,GB-ENG,Faringdon,no,,,,,,
21696,307438,GB-0052,small_airport,Eggesford Airfield,50.866929123,-3.86366844177,576.0,EU,GB,GB-ENG,Chulmleigh,no,,,,,,
21697,307441,GB-0053,small_airport,Lower Manor Farm Airstrip,50.6277138302,-2.51767158508,,EU,GB,GB-ENG,Chickerell,no,,,,,,
21698,307464,GB-0054,small_airport,Yatesbury Airfield,51.4319391135,-1.9127368927000001,525.0,EU,GB,GB-ENG,Malborough,no,,,,,,
21699,307468,GB-0055,small_airport,Milton Airfield,52.5840688827,-0.32735824585,150.0,EU,GB,GB-ENG,Peterborough,no,,,,,,
21700,307469,GB-0056,small_airport,Roche Barton Farm Airstrip,50.422655553999995,-4.81600284576,470.0,EU,GB,GB-ENG,,no,,,,,,
21701,307470,GB-0057,small_airport,Walton Wood Airfield,53.630796271899996,-1.26145362854,180.0,EU,GB,GB-ENG,Wrangbrook,no,,,,,,
21702,307471,GB-0058,small_airport,Boston Aerodrome,52.9745654966,-0.0707674026489,10.0,EU,GB,GB-ENG,Boston,no,,,,http://www.bostonaeroclub.co.uk/,,
21703,307473,GB-0059,small_airport,[Duplicate] Coal Ashton Airfield,53.304775,-1.429853,750.0,EU,GB,GB-ENG,Dronfield,no,,,,,,
21704,307485,GB-0060,small_airport,Porthtowan Airfield,50.28421160830001,-5.2298784256,,EU,GB,GB-ENG,Porthtowan,no,,,,,,
21705,307487,GB-0061,small_airport,Manstage Airfield,50.725969963199994,-4.11871433258,800.0,EU,GB,GB-ENG,Oakhampton,no,,,,,,
21706,307508,GB-0062,small_airport,Branscombe Airfield,50.6979595159,-3.15502882004,500.0,EU,GB,GB-ENG,Branscombe,no,,,,http://www.branscombeairfield.co.uk/page2.htm,,
21707,307511,GB-0063,small_airport,Fairway Common Airfield,50.7371069874,-3.17925453186,771.0,EU,GB,GB-ENG,,no,,,,,,
21708,307528,GB-0064,small_airport,Ashcroft Airfield,53.1644238046,-2.57217407227,150.0,EU,GB,GB-ENG,Winsford,no,EGCR,,,,,
21709,307536,GB-0065,small_airport,Audley End Airfield,52.009136535699994,0.224275588989,283.0,EU,GB,GB-ENG,Safron Waldon,no,EG02,,,,,
21710,317040,GB-0066,small_airport,Eddsfield Airfield,54.111371,-0.46172640000000004,,EU,GB,GB-ENG,Eddsfield,no,,,,,,
21711,307544,GB-0067,closed,Canterbury Airfield,51.291875,0.999584,300.0,EU,GB,GB-ENG,Canterbury,no,EG11,,,,,
21712,307565,GB-0068,small_airport,Gigha Airfield,55.6551708463,-5.75503349304,35.0,EU,GB,GB-SCT,Gigha Island,no,EGEJ,,,,,
21713,307568,GB-0069,small_airport,Egerton Airfield,51.19136704060001,0.6884908676150001,150.0,EU,GB,GB-ENG,Egerton,no,,,,,,
21714,307572,GB-0070,closed,Hoy/Longhope Airfield,58.791779000000005,-3.2160759999999997,30.0,EU,GB,GB-SCT,Orkney Isle,no,,HOY,,,,
21715,307573,GB-0071,small_airport,High Easter Airfield,51.8062266163,0.34083366394000003,,EU,GB,GB-ENG,High Easter,no,,,,,,
21716,307575,GB-0072,small_airport,Hibaldstow Airfield,53.49560299229999,-0.517730712891,30.0,EU,GB,GB-ENG,Hibaldstow,no,,,,,,
21717,307576,GB-0073,small_airport,Hinton-in-the-Hedges Airfield,52.028717,-1.207157,505.0,EU,GB,GB-ENG,Hinton-in-the-Hedges,no,,,,http://www.hintonairfield.co.uk/index.shtml,http://en.wikipedia.org/wiki/Hinton-in-the-Hedges_Airfield,
21718,307635,GB-0074,closed,RAF Bottesford,52.96390400000001,-0.779926,104.0,EU,GB,GB-ENG,Normanton,no,,,,,http://en.wikipedia.org/wiki/RAF_Bottesford,
21719,307740,GB-0075,small_airport,Elvington Airfield,53.9231444281,-0.991344451904,48.0,EU,GB,GB-ENG,York,no,EGYK,,,http://www.elvingtonairfield.co.uk/,http://en.wikipedia.org/wiki/RAF_Elvington,RAF Elvington
21720,317041,GB-0076,small_airport,Lane Farm Airstrip,52.115334999999995,-3.197891,,EU,GB,GB-WLS,,no,,,,,,
21721,307751,GB-0077,small_airport,Finmere Aerodrome,51.9849858608,-1.06515884399,,EU,GB,GB-ENG,Buckingham,no,,,,,,
21722,307764,GB-0078,small_airport,Great Massingham Airfield,52.7817928573,0.679607391357,,EU,GB,GB-ENG,,no,,,,,,
21723,317131,GB-0079,small_airport,Manor Farm Airstrip,51.307820899999996,-1.6735273999999998,,EU,GB,GB-ENG,,no,,,,,,Manor Farm
21724,307890,GB-0080,closed,RNAS Arbroath / HMS Condor / RM Condor Air Base,56.581044999999996,-2.6156040000000003,161.0,EU,GB,GB-SCT,Arbroath,no,,,,,http://en.wikipedia.org/wiki/RM_Condor,
21725,307892,GB-0081,closed,RAF Nutts Corner / Belfast-Nutts Corner Airport,54.6302822067,-6.1545753479,,EU,GB,GB-NIR,,no,,,,,http://en.wikipedia.org/wiki/RAF_Nutts_Corner,
21726,307893,GB-0082,closed,RAF Methold,52.511937702299996,0.5488014221190001,,EU,GB,GB-ENG,,no,,,,,http://en.wikipedia.org/wiki/RAF_Methwold,
21727,307895,GB-0083,closed,RNAS/RAF Donibristle / HMS Merlin,56.0341708219,-3.35366249084,,EU,GB,GB-SCT,,no,,,,,http://en.wikipedia.org/wiki/Donibristle,
21728,307908,GB-0084,small_airport,Redlands airfield,51.560833333299996,-1.70444444444,320.0,EU,GB,GB-ENG,"Swindon, Wiltshire, UK",no,,,,http://redlandsairfield.co.uk/,http://en.wikipedia.org/wiki/Redlands_Airfield,
21729,307916,GB-0085,closed,RAF Hixon,52.8374100309,-2.00852394104,,EU,GB,GB-ENG,Staffordshire,no,,,HX,http://www.hixonairfieldservices.co.uk/,,
21730,307917,GB-0086,closed,RAF Abbots Bromley,52.8250683,-1.8915796000000002,,EU,GB,GB-ENG,Staffordshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Abbots_Bromley,
21731,307918,GB-0087,closed,RAF Acaster Malbis,53.879806506,-1.11983299255,26.0,EU,GB,GB-ENG,North Yorkshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Acaster_Malbis,
21732,307919,GB-0088,closed,RFCS Southfields / RAF Acklington,55.296110999999996,-1.634444,,EU,GB,GB-ENG,Northumberland,no,,,,,http://en.wikipedia.org/wiki/RAF_Acklington,
21733,307920,GB-0089,closed,RAF Akeman Street,51.823889,-1.515556,,EU,GB,GB-ENG,Oxfordshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Akeman_Street,
21734,307921,GB-0090,closed,RAF Aldermaston,51.370253290600004,-1.14137649536,,EU,GB,GB-ENG,Berkshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Aldermaston,
21735,307922,GB-0091,closed,RFC All Hallows / RAF All Hallows,51.4657720416,0.6348466873169999,,EU,GB,GB-ENG,Kent,no,,,,,,
21736,307923,GB-0092,closed,RAF Alness / RAF Invergordon,57.682019999999994,-4.2603089999999995,,EU,GB,GB-SCT,Ross and Cromarty,no,,,,,,
21737,307924,GB-0093,closed,[Duplicate] RAF Alness / RAF Invergordon,57.682019999999994,-4.2603089999999995,,EU,GB,GB-SCT,Ross and Cromarty,no,,,,,,
21738,307925,GB-0094,closed,RAF Andrews Field / RAF Great Saling,51.8975,0.46027799999999996,39.0,EU,GB,GB-ENG,Essex,no,,,,,http://en.wikipedia.org/wiki/RAF_Andrews_Field,
21739,307926,GB-0095,closed,RAF Ansty,52.42916700000001,-1.408611,381.0,EU,GB,GB-ENG,Warwickshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Ansty,
21740,307927,GB-0096,closed,HMS Goldcrest / RAF Angle / RNAS Angle,51.672954,-5.095575,,EU,GB,GB-WLS,Pembrokeshire,no,,,,,http://en.wikipedia.org/wiki/RAF_Angle,
